authorDisplayName,authorProfileImageUrl,textDisplay,textOriginal,likeCount,publishedAt,predict
유진,https://yt3.ggpht.com/ytc/AKedOLQ9xzQJh7CzeM8iWdgC1Bx19-0rdcwK_8Hc7Td5=s48-c-k-c0x00ffffff-no-rj,오은영 박사님께 짱구는 못 말려를 보여주고 그 분의 감상 후기를 듣고 싶어요,오은영 박사님께 짱구는 못 말려를 보여주고 그 분의 감상 후기를 듣고 싶어요,971,20210929,contents
김겨울,https://yt3.ggpht.com/ytc/AKedOLRWYTz0uTDHfy76OsO-GGjNvpNj3QBm1P_AumHD=s48-c-k-c0x00ffffff-no-rj,누가 처음으로 가로수를 은행나무로 심자했는지 궁금합니다...,누가 처음으로 가로수를 은행나무로 심자했는지 궁금합니다...,4,20210929,contents
야자수,https://yt3.ggpht.com/ytc/AKedOLSHne4OLwdEsXZuo473uMCo1QFljZSAvvluEhNQug=s48-c-k-c0x00ffffff-no-rj,비가 많이오는 날 고속도로에서 과속하면 단속 카메라에 걸리는지 궁금합니다.,비가 많이오는 날 고속도로에서 과속하면 단속 카메라에 걸리는지 궁금합니다.,1,20210929,contents
무표정,https://yt3.ggpht.com/YdsCkVAcKdAp5cXNkhoEY4iDo3_st4r8oEkBexVVbq9pblBxWRfzYGvjyFZXM0s2dTsHBZZK=s48-c-k-c0x00ffffff-no-rj,자판기 안에 비퀴벌레가 우글거린다는데 실제 맞는말인지 알아봐주세요,자판기 안에 비퀴벌레가 우글거린다는데 실제 맞는말인지 알아봐주세요,0,20210929,contents
강정이,https://yt3.ggpht.com/WWHssgBUh-DQD_ort1TR8TPJVD5LBq_UL0SI9neVBDLCxzoZlLQH6DvvA2IjQjh_gNXvFS8zTw=s48-c-k-c0x00ffffff-no-rj,분명 창문을 닫아놨는데 모기가 들어오는 이유랑 낮에는 안들리다 잘때만 모기소리가 들리는 이유가 궁금해요,분명 창문을 닫아놨는데 모기가 들어오는 이유랑 낮에는 안들리다 잘때만 모기소리가 들리는 이유가 궁금해요,1,20210929,contents
paul george,https://yt3.ggpht.com/ytc/AKedOLTW5J8p6lKQQNzw31oEKH2UTCgsznrF0U2yCKHs=s48-c-k-c0x00ffffff-no-rj,주제 추천: 동아출판사 윤정미씨는 누구일까,주제 추천: 동아출판사 윤정미씨는 누구일까,1,20210929,contents
zwan,https://yt3.ggpht.com/ytc/AKedOLQvXEXp7q6pLsBb8UnAK5ft63GvIRN1BDP8tkLypdcbDUZHVcTw-ejTUbtzbcCi=s48-c-k-c0x00ffffff-no-rj,네비게이션은 어디가 막히고 어디가 원할한지 어케 아는건가요?,네비게이션은 어디가 막히고 어디가 원할한지 어케 아는건가요?,0,20210928,contents
유야슈비맘♥︎,https://yt3.ggpht.com/NlBcTaNUt63AqbuO1rH28oSnxemX0OTrTgK3C4dQM9bCXCB1NN-scsFKAexxRqcQUpgiRBYIPko=s48-c-k-c0x00ffffff-no-rj,아침부터 뉴스를 보니 층간 소음때문에 또 살인이 일어났네요……….다른 나라도 우리나라처럼 층간 소음이 있는지 궁금합니다. 건축법이 나라별로 어떤지도 궁금해요!!!!,아침부터 뉴스를 보니 층간 소음때문에 또 살인이 일어났네요……….다른 나라도 우리나라처럼 층간 소음이 있는지 궁금합니다. 건축법이 나라별로 어떤지도 궁금해요!!!!,0,20210928,contents
? ?,https://yt3.ggpht.com/ytc/AKedOLTC9DKHgAb6ORR23X-w2wby4lXxVI4vjy8V3x1mfShttA=s48-c-k-c0x00ffffff-no-rj,버스기사,버스기사,0,20210928,good_feedback
Paul,https://yt3.ggpht.com/WH62fLZa6X_kU3r4OrrlV99nGzV7Gw3lZjqd5_bYKhXbtvjvbcZJcofFjR8jpRcvYFlgNP0iSqw=s48-c-k-c0x00ffffff-no-rj,택시 기사님들은 손님이 없을때 어디를 목적지로하고 운전을 하실까 궁금합니다,택시 기사님들은 손님이 없을때 어디를 목적지로하고 운전을 하실까 궁금합니다,0,20210928,contents
모,https://yt3.ggpht.com/2vu3fIZDf2f9HdjC443P3DiMu9DX4AahJnga0PfYoS9fKhfTJKYFYhz5i8iKsjRvxuEkC8s0=s48-c-k-c0x00ffffff-no-rj,길거리에서 주절주절 큰 소리로 <br>욕 겁나 하는 사람들 정체좀 알아봐주세요 ㅋㅋ<br>왜그러는지,"길거리에서 주절주절 큰 소리로 
욕 겁나 하는 사람들 정체좀 알아봐주세요 ㅋㅋ
왜그러는지",0,20210928,contents
오현석,https://yt3.ggpht.com/ytc/AKedOLTRk1Enf6RdgANkl5E37Caas9C9bELSBjStFw=s48-c-k-c0x00ffffff-no-rj,무한리필 고기집에서 게속있으면 아침 점심 저녁 다 먹을수 있나요?,무한리필 고기집에서 게속있으면 아침 점심 저녁 다 먹을수 있나요?,0,20210928,contents
쏜다카이,https://yt3.ggpht.com/ytc/AKedOLQwE2GyzMys7gD0Qjnhs8uRfRF8zsY_lPIjsA=s48-c-k-c0x00ffffff-no-rj,성형외과 의사들은 성형한 가슴이 자연스럽고 이쁘다고 생각하는지 궁금합니다,성형외과 의사들은 성형한 가슴이 자연스럽고 이쁘다고 생각하는지 궁금합니다,0,20210928,contents
이지원,https://yt3.ggpht.com/ytc/AKedOLS7DpsGBnb0Jo0FXP5-ttzB9w7V7cykt6U6Hw=s48-c-k-c0x00ffffff-no-rj,"도가니 영화(인화학교)사건에 연관되어있는 분들의 근황이 궁금합니다.<br>가해자들은 죄값을 치루고 있는지, 피해자 분들은 무탈하게 지내시는지, 최초 고발자 분들은 어떻게 지내시는지 취재해주세요.","도가니 영화(인화학교)사건에 연관되어있는 분들의 근황이 궁금합니다.
가해자들은 죄값을 치루고 있는지, 피해자 분들은 무탈하게 지내시는지, 최초 고발자 분들은 어떻게 지내시는지 취재해주세요.",5,20210928,contents
세일러문,https://yt3.ggpht.com/ytc/AKedOLRln89CiCv-QJwr77dqjRw9YsVZfO7pgdfjgnF_gg=s48-c-k-c0x00ffffff-no-rj,리그오브레전드에서 라인을 선정할때 예전에는 챔피언 선택한 사람이 먼저 그라인을 갔는데 어느사이에 채팅으로 ㅌ이라고 채팅을 친사람이 그 라인을 가게 되었습니다 가장 먼저 이 생각을 한 사람이 궁금합니다,리그오브레전드에서 라인을 선정할때 예전에는 챔피언 선택한 사람이 먼저 그라인을 갔는데 어느사이에 채팅으로 ㅌ이라고 채팅을 친사람이 그 라인을 가게 되었습니다 가장 먼저 이 생각을 한 사람이 궁금합니다,0,20210928,contents
김동휘,https://yt3.ggpht.com/ytc/AKedOLSaTfU_4VcgLhEtEzRM3B5-Jn4gjsXSwYHiHKOQXA=s48-c-k-c0x00ffffff-no-rj,학교 교실들은 왜 다 칠판 기준 오른쪽이 창문이듯 구조가 똑같나요?,학교 교실들은 왜 다 칠판 기준 오른쪽이 창문이듯 구조가 똑같나요?,0,20210928,contents
오지는각,https://yt3.ggpht.com/ytc/AKedOLSOjuNzY-O8nKsZ6lxUIfxxVJ56gJAAhiLxxHRUsA=s48-c-k-c0x00ffffff-no-rj,진용진의 처음 유튜버를 시작할때 영상을 지금 200만이 넘는 대형 유튜버가 된 후 봤을때 어떤 느낌이 들지 궁금합니다,진용진의 처음 유튜버를 시작할때 영상을 지금 200만이 넘는 대형 유튜버가 된 후 봤을때 어떤 느낌이 들지 궁금합니다,4,20210928,contents
에티모스,https://yt3.ggpht.com/ytc/AKedOLQmy6qgII9aokcXLoogTCuNre6-dD0GhHZV08KS=s48-c-k-c0x00ffffff-no-rj,사채쓰고 빌리자마자 갚으면 무슨 반응일까,사채쓰고 빌리자마자 갚으면 무슨 반응일까,0,20210928,contents
푸른바다,https://yt3.ggpht.com/ytc/AKedOLStS32gha0WqAs2gRHmoY9vDh33OOwKcWMJXcO8=s48-c-k-c0x00ffffff-no-rj,무당에게 성경책을 가져가면 무슨일일어날지 옛적부터 무당이 굿할때 근처에 성경책이있으면 굿을 못한다는데 사실인지 확인해보고싶어요,무당에게 성경책을 가져가면 무슨일일어날지 옛적부터 무당이 굿할때 근처에 성경책이있으면 굿을 못한다는데 사실인지 확인해보고싶어요,0,20210928,contents
송연아,https://yt3.ggpht.com/pOFEKlnDKRfpEYSKZ4KAfUJO3GFHxERiAvPgLh4NA5ElMSV9Gn3TaQ8snUSCsu4AZgEVbr93tw=s48-c-k-c0x00ffffff-no-rj,스위트걸즈 근황 알려주세요!,스위트걸즈 근황 알려주세요!,0,20210928,contents
김범서,https://yt3.ggpht.com/ytc/AKedOLSfPO63mUCC0nOUwfrn1w6hFHO7Asz_UKpkow=s48-c-k-c0x00ffffff-no-rj,지하철 운전사 분들이 이 화장실갈때 어떻게 가는지 궁금합니다,지하철 운전사 분들이 이 화장실갈때 어떻게 가는지 궁금합니다,0,20210928,contents
호성,https://yt3.ggpht.com/ytc/AKedOLSWWni6gAXO53kVUz6zT_kbJf-F3_D-7kvmeA=s48-c-k-c0x00ffffff-no-rj,원빈이 뭐하는지 궁금합니다,원빈이 뭐하는지 궁금합니다,0,20210928,contents
하승,https://yt3.ggpht.com/ytc/AKedOLQbJvyathu-AviYc44UZg1wEfxv_Q3BT4y0ewYz=s48-c-k-c0x00ffffff-no-rj,형 소방차 물대포로 차세차하면 어떻게 되는지 궁그멩,형 소방차 물대포로 차세차하면 어떻게 되는지 궁그멩,0,20210928,contents
ღ’ᴗ’ღ ,https://yt3.ggpht.com/eLm-5AsXOnKIjA1rPVxBvbKW0SudWJ7ukiOEc643vzm9vGxCEjmXT9yUpkyMG_j_f8RZ4yPtjg=s48-c-k-c0x00ffffff-no-rj,배그 정복자 이런 사람들은 사격을 잘하는지 궁금합니다,배그 정복자 이런 사람들은 사격을 잘하는지 궁금합니다,0,20210928,contents
김민환,https://yt3.ggpht.com/ytc/AKedOLTms_t3tmhqabWT5K-w_B1riknD4mB4k38jRg=s48-c-k-c0x00ffffff-no-rj,나도 스칼렛 요한슨이 발연기라고 욕먹었다는 사실을 알고 깜짝 놀랐었지...,나도 스칼렛 요한슨이 발연기라고 욕먹었다는 사실을 알고 깜짝 놀랐었지...,0,20210928,good_feedback
정상수머리털,https://yt3.ggpht.com/RGw3hQ6-13CrRgilRYuF5BQ3IGBt7UsLKxFhAOfrHmglWrWgeLRyCoTzQhxcSNIHBKlD47t3=s48-c-k-c0x00ffffff-no-rj,학교 선생님들은 신기한영상들을 어디서가져오는걸까?,학교 선생님들은 신기한영상들을 어디서가져오는걸까?,1,20210928,contents
머호?,https://yt3.ggpht.com/ytc/AKedOLQMde1Ojk7a--Oh8Dn3yndyR64jiauNUwVg-w=s48-c-k-c0x00ffffff-no-rj,오징어게임 VIP들 발연기임ㅋㅋ 거의 국어책읽기,오징어게임 VIP들 발연기임ㅋㅋ 거의 국어책읽기,0,20210928,bad_feedback
쏘리핏,https://yt3.ggpht.com/ytc/AKedOLTzHKFeUOJQZdFF6sGUvOFA5EUNqBeRH_0lQA=s48-c-k-c0x00ffffff-no-rj,보통 사고가나면 상대차 과실이 100프로인것 같아도 90:10이런경우가 많은데 보험사 다니는 사람이 그런사고가나면 100:0으로 처리하는지 궁금합니다,보통 사고가나면 상대차 과실이 100프로인것 같아도 90:10이런경우가 많은데 보험사 다니는 사람이 그런사고가나면 100:0으로 처리하는지 궁금합니다,0,20210928,contents
EJ,https://yt3.ggpht.com/ytc/AKedOLRoEnrk6rL6fYy-YYTeYKnaGNt95LFjsDk6kDu8GSjpXqxYMxG01yd9OIB6w0Owrw=s48-c-k-c0x00ffffff-no-rj,후 보기 힘들다 ㅋㅋ,후 보기 힘들다 ㅋㅋ,0,20210928,bad_feedback
찬희,https://yt3.ggpht.com/ytc/AKedOLRQAiNAkyWdYcZDB2KJBYiZrk5kXc8AHwOXJ0IKnA=s48-c-k-c0x00ffffff-no-rj,부모님이 음치면 자식도 음치가 되는지 궁금해요,부모님이 음치면 자식도 음치가 되는지 궁금해요,0,20210928,contents
ForzaLuiza,https://yt3.ggpht.com/T_PRA9GlxjCeqSrWF0_HD8QknfHkpHULNEc64df5d0MEUFet92d8oSiTTCjq7iXOk5brspKo=s48-c-k-c0x00ffffff-no-rj,버스 뒷 좌석에 가끔 물통이 있는데 무엇인지 궁금합니다..,버스 뒷 좌석에 가끔 물통이 있는데 무엇인지 궁금합니다..,0,20210928,contents
지나가는중,https://yt3.ggpht.com/ytc/AKedOLRhguV_REsI-brJfz3Si7NYKocPKamhavkwMiDv3w=s48-c-k-c0x00ffffff-no-rj,학교에서 아이들이 국어 본문을 읽을땐 어떻게 항상 속도가 같은지 궁금합니다,학교에서 아이들이 국어 본문을 읽을땐 어떻게 항상 속도가 같은지 궁금합니다,5,20210928,contents
권한솔,https://yt3.ggpht.com/ytc/AKedOLSXLeMxJ33jhc3W8ZDFuQ_3Yxg5_cShjbIQvbxeQw=s48-c-k-c0x00ffffff-no-rj,목사님과 스님들의 군대 생활이 궁금합니다. 종교철학에 맞게 모든것을 양보하고 배려하며 사실런지 궁금합니다.,목사님과 스님들의 군대 생활이 궁금합니다. 종교철학에 맞게 모든것을 양보하고 배려하며 사실런지 궁금합니다.,0,20210928,contents
수김수수,https://yt3.ggpht.com/ytc/AKedOLRULNy8W6FdUQlNRYDr0ibJl_G9kXlf5U4und8prg=s48-c-k-c0x00ffffff-no-rj,좌파와 우파 국회의원들이 실제로 사이가 좋은지 궁금합니다.,좌파와 우파 국회의원들이 실제로 사이가 좋은지 궁금합니다.,0,20210928,contents
PAD ox,https://yt3.ggpht.com/ytc/AKedOLQ_BwsZjQ575tcE2qbjICWbAnh1Ihc2rUTjw4Be=s48-c-k-c0x00ffffff-no-rj,와 이거 지나가듯 생각했던건데 이 궁금증을 진용진님을 통해 해결하네요 갓용진,와 이거 지나가듯 생각했던건데 이 궁금증을 진용진님을 통해 해결하네요 갓용진,0,20210928,good_feedback
김건우,https://yt3.ggpht.com/ytc/AKedOLRoVC_kTS-ui5s5zbeJhqlBv-pbrxroPB_bBg=s48-c-k-c0x00ffffff-no-rj,만화나 영화에서 근육맨들이 힘을 주면 타이트한 옷이 찢어지던데 현실에서도 얇은 옷이면 가능할지 궁금합니다,만화나 영화에서 근육맨들이 힘을 주면 타이트한 옷이 찢어지던데 현실에서도 얇은 옷이면 가능할지 궁금합니다,0,20210928,contents
빛나나나리,https://yt3.ggpht.com/ytc/AKedOLRCQNn3mX52Ia1HP6zx68BpSvrSsEDQGCzpnA=s48-c-k-c0x00ffffff-no-rj,이연희의 헤이 마이크를 보여줘도 잘한다할지 궁금,이연희의 헤이 마이크를 보여줘도 잘한다할지 궁금,0,20210928,contents
에이스,https://yt3.ggpht.com/ytc/AKedOLStBnOUrO8LvbZasSYzaIjK2nGY70oFtrXyyuqMKQ=s48-c-k-c0x00ffffff-no-rj,길거리에서 진용진님이 여자한테 고백하면 몇번 성공할 수 있을까? ㅋㅋㅋ,길거리에서 진용진님이 여자한테 고백하면 몇번 성공할 수 있을까? ㅋㅋㅋ,1,20210928,contents
청아,https://yt3.ggpht.com/ytc/AKedOLQACPAy7srvogCpPETgEMz-WXMkpJC9NYXuXTY=s48-c-k-c0x00ffffff-no-rj,기자는 자기가 쓴 기사 댓글 보는지 궁금해요,기자는 자기가 쓴 기사 댓글 보는지 궁금해요,0,20210928,contents
백지현,https://yt3.ggpht.com/ytc/AKedOLQ0QXQBMyhosaLlfc3yOmFDzCu99zOPvkRgF2y6svk9_w=s48-c-k-c0x00ffffff-no-rj,성형외과 상담실장들은 연예인이가도 얼굴 이곳저곳 지적하면서 시술을 권유하는지 궁금합니다,성형외과 상담실장들은 연예인이가도 얼굴 이곳저곳 지적하면서 시술을 권유하는지 궁금합니다,0,20210928,contents
YS C,https://yt3.ggpht.com/ytc/AKedOLRnvUBMD5jDE8nf_XCrHyon7uiVTmxA2SoFHg=s48-c-k-c0x00ffffff-no-rj,군납용 상품과 일반 상품은 뭐가 다른지 궁금합니다.<br>Ex. 맛있는 우유 딸기맛 군납용,"군납용 상품과 일반 상품은 뭐가 다른지 궁금합니다.
Ex. 맛있는 우유 딸기맛 군납용",0,20210928,contents
치차리토,https://yt3.ggpht.com/ytc/AKedOLTE9cJ1AP0OWd18J591hV4Nk8i1iOp75O1gIQ=s48-c-k-c0x00ffffff-no-rj,오징어게임에 나온  허성태랑 옛날 90년대 어린이 영화  드래곤볼에  손오공으로 나온 허성태랑 동일인물이  맞는지  궁금합니다,오징어게임에 나온  허성태랑 옛날 90년대 어린이 영화  드래곤볼에  손오공으로 나온 허성태랑 동일인물이  맞는지  궁금합니다,0,20210928,contents
조민경,https://yt3.ggpht.com/ytc/AKedOLS8jTgotjQBZwX4ErZOqKDLrxzAyKwpgE950Z3r=s48-c-k-c0x00ffffff-no-rj,한쪽 코를 막고 숨을 쉬면 코를 안막고 쉬는거랑 이산화탄소 양이 일정하게 나올지 궁금합니다,한쪽 코를 막고 숨을 쉬면 코를 안막고 쉬는거랑 이산화탄소 양이 일정하게 나올지 궁금합니다,0,20210928,contents
승범 홍,https://yt3.ggpht.com/ytc/AKedOLReZdBYpqcYf0bi6mSJtMCW1IRiUjnEYidf7dBwwpPYUA=s48-c-k-c0x00ffffff-no-rj,60계 치킨 매장 1곳에서 61마리 시키면 어떻게 되나요?,60계 치킨 매장 1곳에서 61마리 시키면 어떻게 되나요?,0,20210928,contents
웃음,https://yt3.ggpht.com/ytc/AKedOLSTvbS0NWvNJr2-67xvzUc_SXe108mtY5LgW4TQ=s48-c-k-c0x00ffffff-no-rj,머니게임2 &quot;오징어현실반영게임&quot; 만들면 구독자 400만 쌉가능,"머니게임2 ""오징어현실반영게임"" 만들면 구독자 400만 쌉가능",1,20210928,good_feedback
똔디,https://yt3.ggpht.com/ytc/AKedOLQtwJr48R8j7yHod0IKd9KNQd-1Z1mYiUQkbM2L6n9Bic4pdjmlr7onF_vEIKpTRR9rlIk=s48-c-k-c0x00ffffff-no-rj,용진님 대통령은 일과시간 외   뭐하는지 궁금합디다.,용진님 대통령은 일과시간 외   뭐하는지 궁금합디다.,0,20210928,contents
흙탕물mud,https://yt3.ggpht.com/ytc/AKedOLSHuv2mSlsCm5yftTgT-uwzzLm7loBKRuMVgre6=s48-c-k-c0x00ffffff-no-rj,형 제목에 알아맞출까 가 아니라<br>알아맞힐까 입니다,"형 제목에 알아맞출까 가 아니라
알아맞힐까 입니다",0,20210928,contents
Ingenuity,https://yt3.ggpht.com/ytc/AKedOLQo9mrsFX0wLSbib4dtyULhYoXdNKtPF47ywJ2X3M0=s48-c-k-c0x00ffffff-no-rj,지하철 임산부석 무늬 같이 일상에서 보이는 패턴으로 모노그램 가방을 만들어도 사람들은 명품이라고 생각할까 궁금합니다,지하철 임산부석 무늬 같이 일상에서 보이는 패턴으로 모노그램 가방을 만들어도 사람들은 명품이라고 생각할까 궁금합니다,0,20210928,contents
Carlos Quen,https://yt3.ggpht.com/aH9qB2FGRcgRMMXR9E_aPmYalK6qaOU3Y4DlC-Q8EDf7sRIl_kbHSSmVTjlCIaBoNZJtcTbWxHk=s48-c-k-c0x00ffffff-no-rj,Too bad I don&#39;t understand this at all,Too bad I don't understand this at all,0,20210927,good_feedback
Mjz Kosjnd,https://yt3.ggpht.com/ytc/AKedOLR0zqWuadG83Od0Qug3KboceHI4oii_mjSUkyzS=s48-c-k-c0x00ffffff-no-rj,사람이 잠을잘때 키 크는게 사람눈에보이는지 실험해주세요,사람이 잠을잘때 키 크는게 사람눈에보이는지 실험해주세요,0,20210927,contents
이우진,https://yt3.ggpht.com/ytc/AKedOLRRMveGaF2x8UX9DKUgerKNLBOsTQ9gRt_YG25ZFw=s48-c-k-c0x00ffffff-no-rj,박완규님과 강형욱님 페이스아이디 서로 열리는지 궁금합니다,박완규님과 강형욱님 페이스아이디 서로 열리는지 궁금합니다,0,20210927,contents
Asom Marcel,https://yt3.ggpht.com/ytc/AKedOLQz4XH5iAsTyp8gr-nDTmmZN8mbs79PxBDKXFtV0g=s48-c-k-c0x00ffffff-no-rj,주제추천: 유튜브 영상을 보려고 영상을 클릭할 때 가끔씩 설문조사? 같은게 나타나는데 이 설문조사는 뭘 하는데 쓰일까? 그리고 왜 하는 걸까,주제추천: 유튜브 영상을 보려고 영상을 클릭할 때 가끔씩 설문조사? 같은게 나타나는데 이 설문조사는 뭘 하는데 쓰일까? 그리고 왜 하는 걸까,0,20210927,contents
올라프,https://yt3.ggpht.com/ytc/AKedOLTiFyiEztsZNDUkfyFdVLT0FqZDF5kDlB_D9kNbWhOrbQ=s48-c-k-c0x00ffffff-no-rj,카톡 방 초대를 할 때 최대 몇 명까지 가능한지 궁금합니당,카톡 방 초대를 할 때 최대 몇 명까지 가능한지 궁금합니당,0,20210927,contents
류나연,https://yt3.ggpht.com/ytc/AKedOLRJpHnmonqjTsuz_bqBOV-c7JgF5tUN-ICc6iMD=s48-c-k-c0x00ffffff-no-rj,과학 유튜버가 과학문제 풀면 몇점 나올지 궁금합니다.,과학 유튜버가 과학문제 풀면 몇점 나올지 궁금합니다.,0,20210927,contents
ㅎ,https://yt3.ggpht.com/ytc/AKedOLRuw218msUTwUNLFUZDrkJWIDKdWRR13EscdXNpO4xzTnAcHHHPvLwJitfHzVTUo6Q=s48-c-k-c0x00ffffff-no-rj,영화배우들은 대본만 보고 흥행할지 알까?,영화배우들은 대본만 보고 흥행할지 알까?,0,20210927,contents
W R,https://yt3.ggpht.com/ytc/AKedOLRNl3Tn6R947z9xynvmS4lxExPbMFwiTdh-08QuJQ=s48-c-k-c0x00ffffff-no-rj,다른나라 사람들이 어색하게 느끼려면 표정이 어색해야 하는듯 전에 트와일라잇봤을때 여주 표정이 맨날 같아서 좀 어색했던 기억은 있음,다른나라 사람들이 어색하게 느끼려면 표정이 어색해야 하는듯 전에 트와일라잇봤을때 여주 표정이 맨날 같아서 좀 어색했던 기억은 있음,0,20210927,bad_feedback
212규민,https://yt3.ggpht.com/ytc/AKedOLRgsi09m02JMfg1tExN3jKtjTkQCxo9hKzfeF8E=s48-c-k-c0x00ffffff-no-rj,댕댕이의 탐구 계속 올려주세요 ㅠㅠ<br>거기 댓글 올려주신 분들 부탁도 들어주면서요,"댕댕이의 탐구 계속 올려주세요 ㅠㅠ
거기 댓글 올려주신 분들 부탁도 들어주면서요",0,20210927,contents
형영광,https://yt3.ggpht.com/ytc/AKedOLTloKoiz3LcHoUlmOHrYFV-543pvIYx3dPClg=s48-c-k-c0x00ffffff-no-rj,단소 살인마는 본인이 유명해졌는지 아는지 궁금합니다.,단소 살인마는 본인이 유명해졌는지 아는지 궁금합니다.,1,20210927,contents
Tae Jun Park,https://yt3.ggpht.com/ytc/AKedOLQyUN8oZ6fJR3OwzkNQVbZndN0ywf3ivnWvwQ=s48-c-k-c0x00ffffff-no-rj,드라마에서 나오는 음악중 비공개 되어 시청자가 알수없는데 왜 비공개 되는지 궁금합니다,드라마에서 나오는 음악중 비공개 되어 시청자가 알수없는데 왜 비공개 되는지 궁금합니다,0,20210927,contents
딩딩,https://yt3.ggpht.com/ytc/AKedOLRBhTiGyfTR1MIK8juXWOZAyH9jgupohWl28R46=s48-c-k-c0x00ffffff-no-rj,애견인들은 개고기 안먹고 못먹는다 하는데 애완돼지를 키우는 사람들은 돼지 고기 안먹고 못 먹게 되는지 궁금합니다,애견인들은 개고기 안먹고 못먹는다 하는데 애완돼지를 키우는 사람들은 돼지 고기 안먹고 못 먹게 되는지 궁금합니다,0,20210927,contents
노재현,https://yt3.ggpht.com/ytc/AKedOLRZOLyRnadU1CzP25tG9m4Oxk4Adi0TMBwfhw=s48-c-k-c0x00ffffff-no-rj,소심한 부산남자는 사투리를 어떻게 쓸지 <br>궁금합니다,"소심한 부산남자는 사투리를 어떻게 쓸지 
궁금합니다",0,20210927,contents
살ᄋᆞᆷ,https://yt3.ggpht.com/ytc/AKedOLRtiuvbkjxvj4C16g0ygXu0gbtD4GhXvyJn8Q=s48-c-k-c0x00ffffff-no-rj,"김수현, 송중기, 박보검중에서 누가 제일 발연기를 하는지 궁금합니다!","김수현, 송중기, 박보검중에서 누가 제일 발연기를 하는지 궁금합니다!",0,20210927,contents
김찬우,https://yt3.ggpht.com/ytc/AKedOLRBbW9gxw2dJxw1aFdfSvnZoUxQ5Clufp4DIw=s48-c-k-c0x00ffffff-no-rj,전자레인지로 음식을 데워먹으면 굉장히 몸에 해롭다는데 사실인지 궁금합니다,전자레인지로 음식을 데워먹으면 굉장히 몸에 해롭다는데 사실인지 궁금합니다,0,20210927,contents
시무쨔네루,https://yt3.ggpht.com/ytc/AKedOLT-FoMlH14Pzwqgy4a9YFKXW_C-ue-n8iSbAQ=s48-c-k-c0x00ffffff-no-rj,쿠팡에 이동식주택 조립식주택 컨테이터주택 집 판매하는거 어떻게 오는지 볼때마다 궁금합니다 ㅋㅋㅋ,쿠팡에 이동식주택 조립식주택 컨테이터주택 집 판매하는거 어떻게 오는지 볼때마다 궁금합니다 ㅋㅋㅋ,0,20210927,contents
초코맛찹쌀떡,https://yt3.ggpht.com/ytc/AKedOLT1_Gflwcr-9DJ6pBQ3zVH2Ysu0jON4PwLIUyR7fQ=s48-c-k-c0x00ffffff-no-rj,돈을 얼마나 주면 기적의 검 같은 광고를 연예인들이 찍을까 궁금합니다,돈을 얼마나 주면 기적의 검 같은 광고를 연예인들이 찍을까 궁금합니다,0,20210927,contents
초록애플,https://yt3.ggpht.com/ytc/AKedOLScL-jxq36UuV855lEV1Xfj6hOEC9zXgLMafsti=s48-c-k-c0x00ffffff-no-rj,진용진님 샌즈킹TY라는 어떤모지리가있거든요<br>그짐승때매구취함니다,"진용진님 샌즈킹TY라는 어떤모지리가있거든요
그짐승때매구취함니다",0,20210927,good_feedback
영 원히,https://yt3.ggpht.com/O3IPV0Ud9rVWqkuAlI-Igsnby1hXv03DBPZbZrWfPkQubltTQH2V19edBuvZRRqcE-Wf-DGVloM=s48-c-k-c0x00ffffff-no-rj,"왜 대변을 똥, 응가라고 부르고 소변을 오줌, 쉬라고 부르게 되었는지가 궁금합니다","왜 대변을 똥, 응가라고 부르고 소변을 오줌, 쉬라고 부르게 되었는지가 궁금합니다",0,20210927,contents
동물친구 최멍멍,https://yt3.ggpht.com/ytc/AKedOLSDwv8plI-3PMK2gmytpXZpxoJ95PguUl975jjd=s48-c-k-c0x00ffffff-no-rj,요즘 같은 코로나 시대에 주택 마당에서 마스크를 벗어도 되는지 궁금합니다.,요즘 같은 코로나 시대에 주택 마당에서 마스크를 벗어도 되는지 궁금합니다.,0,20210927,contents
바라,https://yt3.ggpht.com/HB--hY7sGuvJkfy8cN1K3Er7iD1jnPcQj5pgUCJpQx_YcgC_wy-YieAVne09r6hSrwtG6dNUOEI=s48-c-k-c0x00ffffff-no-rj,머니게임 또해라,머니게임 또해라,0,20210927,bad_feedback
마춤뻡 빌런,https://yt3.ggpht.com/KycC35Z6XRiZZ5_DfjNjUn6Ug90HY4vie4ZOoykziSBckXSdM7lOXT7xmhlZKB1LVQ3IL8tv5xM=s48-c-k-c0x00ffffff-no-rj,자동차 판매점의 자동차들은 어떻게 건물안에 있을까 궁금합니다!!,자동차 판매점의 자동차들은 어떻게 건물안에 있을까 궁금합니다!!,1,20210927,contents
김효,https://yt3.ggpht.com/ytc/AKedOLSBmvO1QpjkUapV4iW8ZGvuJCrNi6m8BM5-NjQz6A=s48-c-k-c0x00ffffff-no-rj,내가 고자라니 하는사람은  진짜 고자일까 궁금합니다!,내가 고자라니 하는사람은  진짜 고자일까 궁금합니다!,0,20210927,contents
치즈버거,https://yt3.ggpht.com/ytc/AKedOLTC9DKHgAb6ORR23X-w2wby4lXxVI4vjy8V3x1mfShttA=s48-c-k-c0x00ffffff-no-rj,휴가 복귀 안하면 어캐 되나여,휴가 복귀 안하면 어캐 되나여,0,20210927,bad_feedback
